,id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
22588,77310,male,loyal customer,35,business travel,business,1674,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0,4.0,satisfied
22589,104849,male,loyal customer,59,personal travel,business,327,3,0,3,4,4,4,5,1,1,3,1,3,1,3,10,0.0,neutral or dissatisfied
22590,105375,female,loyal customer,51,business travel,business,1877,3,3,5,3,2,4,4,4,4,4,4,4,4,5,6,0.0,satisfied
22591,57943,female,loyal customer,52,personal travel,eco,837,4,5,4,3,2,4,4,5,5,4,4,5,5,4,0,11.0,neutral or dissatisfied
22592,5596,female,loyal customer,54,business travel,business,685,2,2,5,2,3,4,4,4,4,4,4,4,4,5,2,0.0,satisfied
22593,117875,female,disloyal customer,24,business travel,business,365,4,0,4,3,1,4,1,1,4,5,4,5,4,1,0,0.0,satisfied
22594,83570,female,disloyal customer,24,business travel,eco,936,5,5,5,3,4,5,4,4,4,5,5,4,4,4,0,0.0,satisfied
22595,15088,female,loyal customer,62,business travel,business,2341,2,1,1,1,3,3,4,2,2,2,2,4,2,3,19,6.0,neutral or dissatisfied
22596,2643,male,loyal customer,30,business travel,business,622,1,1,1,1,2,2,2,2,3,5,5,4,5,2,0,0.0,satisfied
22597,31254,male,loyal customer,12,personal travel,business,533,2,4,2,4,5,2,5,5,5,2,5,5,4,5,13,12.0,neutral or dissatisfied
22598,3452,male,loyal customer,10,personal travel,eco,315,4,5,2,4,3,2,2,3,3,2,5,5,4,3,0,0.0,neutral or dissatisfied
22599,32733,female,loyal customer,47,business travel,business,2701,2,2,2,2,2,4,4,3,3,3,2,4,3,3,0,0.0,neutral or dissatisfied
22600,51074,male,loyal customer,27,personal travel,eco,193,2,5,2,2,4,2,4,4,5,4,2,5,1,4,0,0.0,neutral or dissatisfied
22601,102219,male,disloyal customer,23,business travel,business,407,4,0,3,5,4,3,4,4,4,3,5,3,4,4,38,43.0,satisfied
22602,1325,male,loyal customer,39,business travel,business,3752,5,5,5,5,3,5,4,4,4,4,5,3,4,5,12,8.0,satisfied
22603,8382,male,loyal customer,61,personal travel,eco,701,3,4,3,2,4,3,4,4,5,2,5,5,5,4,0,5.0,neutral or dissatisfied
22604,19030,male,loyal customer,53,personal travel,eco,871,2,2,1,3,1,1,1,1,1,3,3,1,2,1,22,54.0,neutral or dissatisfied
22605,90228,female,loyal customer,54,business travel,eco plus,1084,2,1,1,1,2,3,4,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
22606,129689,male,loyal customer,49,business travel,business,1933,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
22607,19201,female,loyal customer,29,personal travel,eco,542,3,5,3,2,5,3,5,5,2,5,3,4,5,5,0,4.0,neutral or dissatisfied
22608,57075,male,loyal customer,34,personal travel,eco,2065,4,1,4,2,4,4,4,4,4,1,2,1,3,4,0,0.0,neutral or dissatisfied
22609,65881,female,loyal customer,50,business travel,eco plus,1389,3,3,3,3,1,4,3,3,3,3,3,4,3,4,27,40.0,neutral or dissatisfied
22610,121450,female,loyal customer,22,business travel,business,3873,4,1,1,1,4,4,4,4,1,4,4,1,4,4,0,0.0,neutral or dissatisfied
22611,34752,female,disloyal customer,27,business travel,eco,264,1,2,1,2,3,1,3,3,3,3,2,1,2,3,0,13.0,neutral or dissatisfied
22612,25706,female,loyal customer,36,business travel,business,2634,1,1,3,1,2,1,1,5,5,5,5,2,5,5,0,0.0,satisfied
22613,231,female,loyal customer,47,business travel,business,1957,1,1,1,1,5,5,4,4,4,4,5,3,4,3,14,10.0,satisfied
22614,57291,male,loyal customer,28,personal travel,eco plus,628,5,4,5,3,4,5,4,4,2,4,1,4,4,4,0,0.0,satisfied
22615,34049,female,loyal customer,40,business travel,eco,1674,4,2,2,2,4,5,4,4,2,3,5,4,5,4,2,0.0,satisfied
22616,81899,male,loyal customer,28,business travel,business,680,2,1,1,1,2,2,2,2,4,2,2,2,2,2,9,45.0,neutral or dissatisfied
22617,22988,male,loyal customer,7,personal travel,eco,956,2,2,3,4,3,3,3,3,4,2,3,4,4,3,16,3.0,neutral or dissatisfied
22618,22377,male,disloyal customer,22,business travel,eco,143,3,1,3,4,3,3,3,3,5,4,4,3,1,3,114,136.0,neutral or dissatisfied
22619,95254,female,loyal customer,53,personal travel,eco,187,2,5,2,1,3,3,1,1,1,2,1,4,1,4,25,22.0,neutral or dissatisfied
22620,49691,female,loyal customer,59,business travel,business,3835,2,1,1,1,2,3,4,1,1,1,2,3,1,4,15,46.0,neutral or dissatisfied
22621,47952,male,loyal customer,29,personal travel,eco,550,1,4,1,5,2,1,2,2,4,4,4,5,4,2,0,0.0,neutral or dissatisfied
22622,75741,male,loyal customer,25,business travel,business,868,2,3,2,3,2,3,2,2,2,1,3,2,3,2,13,14.0,neutral or dissatisfied
22623,95427,male,loyal customer,41,business travel,business,2994,1,1,1,1,3,4,4,5,5,5,5,3,5,4,4,8.0,satisfied
22624,63855,female,loyal customer,56,business travel,business,2534,3,3,3,3,5,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
22625,100081,female,loyal customer,35,personal travel,eco plus,289,2,4,2,3,3,2,4,3,5,2,4,5,4,3,0,0.0,neutral or dissatisfied
22626,120130,female,disloyal customer,30,business travel,eco plus,1576,3,3,3,4,2,3,2,2,1,3,4,3,3,2,0,0.0,neutral or dissatisfied
22627,64610,female,loyal customer,31,business travel,business,3880,4,4,2,4,4,4,4,4,3,4,5,4,5,4,0,0.0,satisfied
22628,54017,male,loyal customer,21,business travel,business,1091,4,4,5,4,4,5,4,4,5,2,2,2,4,4,10,0.0,satisfied
22629,48881,male,loyal customer,45,business travel,eco,373,2,4,4,4,2,2,2,2,3,5,2,3,2,2,0,13.0,satisfied
22630,114216,male,loyal customer,48,business travel,business,2981,1,3,3,3,3,3,4,1,1,1,1,1,1,3,5,1.0,neutral or dissatisfied
22631,34533,male,loyal customer,23,business travel,business,1924,2,5,1,5,2,2,2,2,4,5,3,3,4,2,0,0.0,neutral or dissatisfied
22632,64847,male,loyal customer,46,business travel,business,2665,3,5,4,5,5,4,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
22633,126462,male,loyal customer,51,business travel,business,1849,2,2,2,2,2,3,5,4,4,4,4,3,4,3,0,0.0,satisfied
22634,36633,female,disloyal customer,23,business travel,eco,785,2,2,2,4,1,2,1,1,1,3,3,2,3,1,0,0.0,neutral or dissatisfied
22635,46373,female,loyal customer,59,business travel,business,1013,4,5,5,5,5,3,3,4,4,4,4,1,4,2,22,27.0,neutral or dissatisfied
22636,93744,female,disloyal customer,21,business travel,business,368,4,2,4,3,3,4,3,3,5,5,4,4,5,3,0,0.0,satisfied
22637,74080,male,loyal customer,45,business travel,business,2845,3,3,2,3,4,5,4,5,5,5,5,5,5,5,27,39.0,satisfied
22638,13471,male,loyal customer,31,business travel,eco plus,409,0,0,0,1,5,0,5,5,5,4,1,1,5,5,7,10.0,satisfied
22639,125618,female,loyal customer,70,personal travel,business,814,4,0,4,3,2,5,5,5,5,4,5,4,5,3,0,0.0,neutral or dissatisfied
22640,53183,female,loyal customer,39,business travel,eco,589,4,4,2,4,4,4,4,4,4,1,1,2,3,4,31,19.0,satisfied
22641,11357,male,loyal customer,32,personal travel,eco,429,4,4,2,3,1,2,1,1,5,4,3,5,4,1,0,0.0,neutral or dissatisfied
22642,59509,female,disloyal customer,9,business travel,eco,854,2,2,2,3,2,2,2,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied
22643,120705,female,loyal customer,64,personal travel,eco,280,1,4,1,2,2,5,4,3,3,1,5,4,3,4,10,56.0,neutral or dissatisfied
22644,78724,female,loyal customer,37,business travel,business,2130,3,3,3,3,3,5,4,5,5,5,5,5,5,3,21,11.0,satisfied
22645,118070,female,disloyal customer,15,business travel,eco plus,1262,1,3,1,4,5,1,5,5,1,2,4,4,3,5,1,0.0,neutral or dissatisfied
22646,12406,female,disloyal customer,16,business travel,eco,192,3,2,3,3,3,3,3,3,1,2,4,3,4,3,32,22.0,neutral or dissatisfied
22647,90523,male,disloyal customer,27,business travel,business,406,4,4,4,5,2,4,2,2,5,3,5,5,4,2,2,0.0,neutral or dissatisfied
22648,84930,female,loyal customer,54,personal travel,eco,547,4,4,4,4,4,4,4,5,5,4,5,1,5,4,0,0.0,satisfied
22649,112529,female,loyal customer,60,personal travel,eco,957,2,5,2,4,4,5,4,2,2,2,2,4,2,3,118,104.0,neutral or dissatisfied
22650,101799,male,loyal customer,19,business travel,business,1521,3,2,2,2,3,3,3,3,1,4,4,4,4,3,1,2.0,neutral or dissatisfied
22651,75110,female,loyal customer,24,business travel,business,1744,2,2,2,2,5,5,5,5,5,2,5,5,5,5,0,0.0,satisfied
22652,79448,female,loyal customer,58,business travel,business,2967,4,4,5,4,3,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
22653,61897,male,loyal customer,11,personal travel,eco plus,2521,2,4,2,3,1,2,1,1,1,1,4,3,4,1,13,4.0,neutral or dissatisfied
22654,66956,male,loyal customer,51,business travel,business,964,3,3,3,3,2,4,5,5,5,5,5,5,5,5,28,8.0,satisfied
22655,16255,female,disloyal customer,29,business travel,eco,748,5,5,5,2,2,5,3,2,3,3,2,2,4,2,0,0.0,satisfied
22656,103717,female,loyal customer,55,personal travel,eco,405,3,4,3,1,4,4,5,1,1,3,1,5,1,3,0,10.0,neutral or dissatisfied
22657,86016,female,disloyal customer,40,business travel,business,554,3,3,3,2,5,3,5,5,3,5,5,5,4,5,18,5.0,neutral or dissatisfied
22658,106571,female,loyal customer,45,business travel,business,1506,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
22659,33393,male,loyal customer,56,business travel,business,2917,3,3,3,3,4,4,4,5,1,4,5,4,4,4,0,0.0,satisfied
22660,100739,male,loyal customer,42,business travel,eco,328,2,1,1,1,2,2,2,2,4,1,4,1,4,2,28,19.0,neutral or dissatisfied
22661,52837,male,loyal customer,23,business travel,eco,1721,4,5,5,5,4,4,3,4,5,5,5,3,2,4,2,0.0,satisfied
22662,109789,male,disloyal customer,25,business travel,eco,1052,2,1,1,2,5,1,5,5,4,2,4,3,5,5,24,12.0,neutral or dissatisfied
22663,97580,male,disloyal customer,36,business travel,eco,337,1,1,1,4,1,1,1,1,3,2,3,4,3,1,29,30.0,neutral or dissatisfied
22664,10253,female,loyal customer,43,personal travel,business,163,2,4,2,1,5,5,4,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
22665,32005,male,loyal customer,33,personal travel,business,216,2,0,2,1,5,2,1,5,4,2,5,4,4,5,0,0.0,neutral or dissatisfied
22666,22032,female,loyal customer,30,personal travel,eco plus,503,3,5,3,1,1,3,2,1,4,5,5,5,4,1,0,0.0,neutral or dissatisfied
22667,64221,male,loyal customer,30,business travel,business,1660,4,4,4,4,4,4,4,4,3,2,3,3,4,4,0,2.0,satisfied
22668,127668,male,loyal customer,35,business travel,business,2153,1,1,1,1,2,3,5,3,3,4,3,5,3,5,0,27.0,satisfied
22669,101949,male,loyal customer,50,business travel,business,628,3,3,3,3,4,5,4,5,5,4,5,4,5,3,0,0.0,satisfied
22670,128108,male,loyal customer,12,business travel,business,1587,3,3,3,3,3,4,3,3,3,4,4,3,4,3,7,18.0,satisfied
22671,55207,male,loyal customer,36,business travel,eco plus,903,4,1,1,1,4,3,4,4,4,4,4,2,4,4,0,18.0,neutral or dissatisfied
22672,66110,male,loyal customer,20,business travel,business,1856,3,3,3,3,4,4,4,4,4,4,5,4,4,4,0,0.0,satisfied
22673,6836,male,loyal customer,18,personal travel,eco,235,3,5,3,5,2,3,2,2,5,4,4,4,5,2,40,28.0,neutral or dissatisfied
22674,121059,female,loyal customer,46,personal travel,eco,992,3,4,3,2,5,5,5,5,5,3,1,3,5,5,0,0.0,neutral or dissatisfied
22675,56983,male,loyal customer,33,personal travel,eco,2565,2,5,2,2,2,2,2,2,2,3,4,2,1,2,0,2.0,neutral or dissatisfied
22676,32847,male,loyal customer,49,personal travel,eco,101,4,1,4,4,2,4,2,2,2,3,4,4,3,2,0,2.0,neutral or dissatisfied
22677,33872,male,disloyal customer,30,business travel,eco,994,4,4,4,1,5,4,4,5,1,5,3,4,3,5,0,0.0,satisfied
22678,17867,male,loyal customer,58,business travel,eco,425,2,1,3,1,2,2,2,2,4,5,1,4,5,2,0,0.0,satisfied
22679,12610,female,loyal customer,37,business travel,eco plus,542,1,2,2,2,1,1,1,1,4,4,4,1,3,1,0,12.0,neutral or dissatisfied
22680,109748,female,loyal customer,40,personal travel,eco,534,2,4,2,1,4,2,1,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
22681,122394,male,loyal customer,50,personal travel,eco,529,2,4,2,2,2,2,2,2,4,4,5,5,5,2,0,0.0,neutral or dissatisfied
22682,40602,male,loyal customer,49,personal travel,eco,391,3,4,5,4,3,5,3,3,5,3,5,4,4,3,0,0.0,neutral or dissatisfied
22683,84284,female,loyal customer,66,personal travel,eco,334,3,4,3,3,3,4,5,5,5,3,5,5,5,3,3,3.0,neutral or dissatisfied
22684,96769,female,loyal customer,52,business travel,business,3249,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
22685,16647,male,loyal customer,46,business travel,business,3771,4,4,1,4,4,1,3,4,4,4,4,5,4,3,9,4.0,satisfied
22686,129598,female,loyal customer,35,business travel,business,2307,5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
22687,50948,male,loyal customer,55,personal travel,eco,109,3,4,3,2,2,3,2,2,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
22688,71844,female,loyal customer,26,business travel,eco,1846,3,3,3,3,3,3,3,3,2,5,4,3,3,3,0,16.0,neutral or dissatisfied
22689,11153,female,loyal customer,32,personal travel,eco,429,1,1,1,2,5,1,5,5,2,5,1,1,1,5,0,0.0,neutral or dissatisfied
22690,112593,male,loyal customer,40,business travel,business,3786,3,2,2,2,2,2,2,3,3,3,3,2,3,3,16,16.0,neutral or dissatisfied
22691,119317,male,loyal customer,13,personal travel,eco,214,2,0,2,3,4,2,2,4,4,3,5,4,5,4,8,10.0,neutral or dissatisfied
22692,12686,male,loyal customer,42,business travel,business,2598,2,2,2,2,3,1,1,5,5,5,5,4,5,4,4,0.0,satisfied
22693,33244,female,disloyal customer,18,business travel,eco,102,3,0,3,2,4,3,3,4,1,3,3,1,5,4,0,0.0,neutral or dissatisfied
22694,14785,male,loyal customer,55,business travel,business,622,2,2,2,2,5,5,5,3,3,3,3,5,3,3,0,6.0,satisfied
22695,63850,male,disloyal customer,48,business travel,business,1172,3,3,3,4,5,3,1,5,4,3,4,5,4,5,72,55.0,neutral or dissatisfied
22696,123947,female,disloyal customer,10,business travel,business,646,0,0,0,4,1,0,1,1,3,3,5,3,5,1,4,2.0,satisfied
22697,19654,male,disloyal customer,20,business travel,eco,363,3,0,3,4,3,3,4,3,4,3,1,4,4,3,0,0.0,neutral or dissatisfied
22698,105286,female,disloyal customer,23,business travel,eco,967,2,2,2,1,3,2,3,3,5,2,5,3,5,3,47,50.0,neutral or dissatisfied
22699,111758,male,disloyal customer,31,business travel,eco,1441,1,1,1,3,3,1,3,3,1,4,4,1,3,3,18,6.0,neutral or dissatisfied
22700,50824,male,loyal customer,41,personal travel,eco,109,4,5,0,3,5,0,5,5,3,3,5,5,5,5,0,0.0,neutral or dissatisfied
22701,73075,female,loyal customer,25,business travel,business,1085,1,1,1,1,4,4,4,4,5,3,5,3,4,4,9,0.0,satisfied
22702,128480,female,loyal customer,7,personal travel,eco,338,1,5,1,1,4,1,4,4,5,4,4,3,5,4,0,0.0,neutral or dissatisfied
22703,36009,male,loyal customer,32,business travel,business,1817,2,2,2,2,4,4,4,4,4,5,5,4,1,4,0,0.0,satisfied
22704,60949,female,loyal customer,50,business travel,business,1899,1,1,1,1,2,4,5,4,4,4,4,3,4,3,2,0.0,satisfied
22705,43228,female,loyal customer,25,personal travel,eco plus,423,1,0,1,1,5,1,5,5,4,2,4,3,4,5,33,35.0,neutral or dissatisfied
22706,57042,male,loyal customer,67,personal travel,business,2133,3,5,3,4,3,5,3,4,4,3,1,4,4,3,23,26.0,neutral or dissatisfied
22707,42454,female,loyal customer,36,personal travel,eco,866,2,5,2,1,2,2,2,2,5,4,5,3,4,2,0,0.0,neutral or dissatisfied
22708,22248,male,disloyal customer,20,business travel,eco,83,3,4,2,1,4,2,4,4,1,3,1,2,5,4,0,0.0,neutral or dissatisfied
22709,6203,female,loyal customer,66,personal travel,eco plus,409,1,4,1,4,4,4,5,5,5,1,5,3,5,4,0,0.0,neutral or dissatisfied
22710,4357,male,loyal customer,39,business travel,business,2142,5,5,5,5,4,4,5,4,4,4,4,4,4,3,0,10.0,satisfied
22711,14710,male,loyal customer,61,personal travel,eco,419,4,3,4,2,4,4,2,4,3,5,2,4,3,4,0,0.0,neutral or dissatisfied
22712,110475,female,loyal customer,64,personal travel,eco,883,4,3,5,3,4,2,5,4,4,5,4,1,4,4,12,9.0,neutral or dissatisfied
22713,29398,male,loyal customer,37,business travel,eco,957,1,4,4,4,1,1,1,3,2,3,3,1,2,1,0,53.0,neutral or dissatisfied
22714,109649,female,disloyal customer,40,business travel,business,808,4,3,3,3,2,3,5,2,4,3,3,1,3,2,26,30.0,neutral or dissatisfied
22715,48951,male,loyal customer,31,business travel,eco,373,0,0,0,5,1,0,1,1,1,4,1,2,4,1,0,0.0,satisfied
22716,83895,male,loyal customer,31,business travel,business,1450,1,1,1,1,5,5,5,5,4,2,4,5,4,5,3,5.0,satisfied
22717,66404,female,loyal customer,55,business travel,eco,1562,2,4,3,4,5,3,3,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
22718,89807,male,loyal customer,43,business travel,business,2885,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
22719,85325,female,loyal customer,68,personal travel,eco,813,2,4,2,3,3,3,3,2,2,2,2,1,2,4,1,0.0,neutral or dissatisfied
22720,98557,female,loyal customer,44,business travel,business,3387,3,5,5,5,2,4,4,3,3,3,3,1,3,1,23,11.0,neutral or dissatisfied
22721,73344,female,loyal customer,47,business travel,business,1182,2,3,3,3,2,3,3,2,2,2,2,4,2,2,11,0.0,neutral or dissatisfied
22722,81368,male,loyal customer,46,business travel,business,1671,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,18.0,satisfied
22723,118391,female,loyal customer,48,business travel,business,3040,5,5,5,5,3,4,4,3,3,3,3,4,3,5,17,9.0,satisfied
22724,87496,male,disloyal customer,24,business travel,eco,321,4,0,3,3,2,3,2,2,4,5,5,5,4,2,0,0.0,satisfied
22725,90384,female,loyal customer,42,business travel,business,271,0,0,0,2,3,5,5,3,3,3,3,3,3,3,0,0.0,satisfied
22726,47684,male,loyal customer,21,personal travel,eco,715,3,4,4,4,1,4,2,1,5,5,2,4,1,1,0,0.0,neutral or dissatisfied
22727,103834,female,loyal customer,22,business travel,eco,1048,3,2,2,2,3,2,1,3,4,3,4,1,4,3,18,11.0,neutral or dissatisfied
22728,38492,male,loyal customer,48,business travel,eco,2475,2,3,3,3,1,2,1,1,2,1,3,1,5,1,8,6.0,satisfied
22729,26078,male,disloyal customer,21,business travel,eco,591,2,3,2,4,1,2,1,1,4,1,2,3,2,1,0,5.0,neutral or dissatisfied
22730,34015,female,loyal customer,31,personal travel,eco,1598,1,1,1,3,1,1,1,1,3,4,1,4,2,1,19,3.0,neutral or dissatisfied
22731,11994,female,loyal customer,39,personal travel,eco,643,3,5,3,2,3,3,3,3,5,3,5,4,5,3,6,27.0,neutral or dissatisfied
22732,123419,male,loyal customer,15,personal travel,eco,1337,3,4,3,4,1,3,1,1,5,4,5,3,4,1,0,0.0,neutral or dissatisfied
22733,22325,male,disloyal customer,33,business travel,eco,143,2,5,2,4,3,2,1,3,4,5,4,2,3,3,0,0.0,neutral or dissatisfied
22734,100450,male,loyal customer,37,business travel,eco plus,1180,1,2,2,2,1,1,1,1,4,5,2,4,2,1,11,4.0,neutral or dissatisfied
22735,117788,female,loyal customer,51,business travel,business,3832,0,0,0,3,5,5,5,5,5,5,1,5,5,4,17,9.0,satisfied
22736,113738,female,loyal customer,65,personal travel,eco,236,3,4,0,3,2,1,5,3,3,0,3,2,3,4,0,1.0,neutral or dissatisfied
22737,39324,female,loyal customer,35,business travel,eco plus,67,4,2,2,2,4,4,4,4,1,2,2,2,2,4,4,10.0,satisfied
22738,119949,male,loyal customer,56,business travel,business,2934,4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
22739,110172,female,loyal customer,42,personal travel,eco,979,1,4,1,2,5,5,4,1,1,1,1,4,1,4,46,39.0,neutral or dissatisfied
22740,22766,female,loyal customer,41,business travel,business,3218,1,1,1,1,5,2,3,5,5,5,5,4,5,2,0,0.0,satisfied
22741,27104,male,loyal customer,49,personal travel,eco,1721,4,4,4,3,3,4,3,3,3,5,3,5,5,3,0,0.0,neutral or dissatisfied
22742,71401,female,loyal customer,55,business travel,business,3731,0,0,0,3,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
22743,23362,female,loyal customer,32,business travel,eco,1014,4,5,5,5,4,4,4,4,5,2,3,2,4,4,0,0.0,satisfied
22744,30146,male,loyal customer,15,personal travel,eco,123,4,5,4,3,1,4,1,1,5,5,4,1,4,1,0,0.0,neutral or dissatisfied
22745,83923,male,disloyal customer,28,business travel,business,321,4,4,4,3,5,4,5,5,3,5,4,5,5,5,12,0.0,neutral or dissatisfied
22746,79424,female,loyal customer,57,personal travel,eco,502,4,5,4,3,2,4,5,4,4,4,4,4,4,5,0,0.0,neutral or dissatisfied
22747,91282,female,loyal customer,29,business travel,eco plus,240,2,4,4,4,2,3,2,2,3,3,3,1,4,2,61,55.0,neutral or dissatisfied
22748,88684,male,loyal customer,63,personal travel,eco,406,4,5,4,3,3,4,3,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
22749,62879,male,loyal customer,42,personal travel,eco,2218,4,2,4,3,2,4,2,2,4,5,3,4,3,2,19,20.0,neutral or dissatisfied
22750,95239,female,loyal customer,48,personal travel,eco,277,3,1,3,2,3,2,2,4,4,3,4,1,4,4,11,10.0,neutral or dissatisfied
22751,115742,male,loyal customer,44,business travel,business,1736,1,1,4,1,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
22752,30190,female,loyal customer,49,business travel,eco plus,725,5,3,3,3,4,3,2,5,5,5,5,5,5,4,0,0.0,satisfied
22753,129256,male,loyal customer,68,personal travel,eco,1464,2,3,2,4,1,2,3,1,3,5,3,2,3,1,0,0.0,neutral or dissatisfied
22754,83090,male,disloyal customer,34,business travel,eco,983,2,2,2,4,3,2,3,3,3,1,4,3,3,3,0,0.0,neutral or dissatisfied
22755,15020,female,loyal customer,16,personal travel,eco,557,1,5,1,1,2,1,2,2,4,2,2,3,5,2,6,9.0,neutral or dissatisfied
22756,32346,female,loyal customer,42,business travel,eco,102,2,1,5,1,5,4,3,2,2,2,2,2,2,3,3,2.0,neutral or dissatisfied
22757,76905,female,loyal customer,15,personal travel,eco,630,1,5,1,1,2,1,2,2,4,5,4,5,5,2,0,0.0,neutral or dissatisfied
22758,81428,male,loyal customer,32,personal travel,eco,393,2,5,3,1,3,3,3,3,4,4,5,3,5,3,0,0.0,neutral or dissatisfied
22759,116559,female,loyal customer,42,personal travel,eco,417,3,4,3,4,4,3,3,4,4,3,4,3,4,4,17,17.0,neutral or dissatisfied
22760,81212,male,loyal customer,45,business travel,business,1426,2,2,5,2,5,5,5,3,3,2,3,4,3,4,0,0.0,satisfied
22761,65086,female,loyal customer,57,personal travel,eco,551,2,2,2,4,3,4,4,3,3,2,3,1,3,2,0,0.0,neutral or dissatisfied
22762,43715,female,loyal customer,16,personal travel,eco,257,1,2,0,2,2,0,2,2,2,5,3,4,2,2,0,0.0,neutral or dissatisfied
22763,32653,female,disloyal customer,26,business travel,eco,216,3,2,3,3,3,3,3,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
22764,25157,female,loyal customer,13,business travel,eco,2106,5,1,1,1,5,5,5,5,3,3,3,4,3,5,9,6.0,satisfied
22765,68589,female,loyal customer,7,personal travel,eco,1616,3,5,3,1,3,1,1,4,3,3,4,1,3,1,279,261.0,neutral or dissatisfied
22766,52948,male,loyal customer,53,business travel,eco,1048,5,1,1,1,4,5,4,4,2,1,1,5,1,4,9,0.0,satisfied
22767,112860,male,loyal customer,23,business travel,business,1720,1,1,1,1,5,4,5,5,5,3,4,5,5,5,0,0.0,satisfied
22768,28935,female,loyal customer,50,business travel,business,2972,1,5,2,5,3,3,3,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
22769,106490,male,loyal customer,30,business travel,business,2894,1,4,4,4,1,1,1,1,3,5,3,3,4,1,0,0.0,neutral or dissatisfied
22770,2319,female,loyal customer,27,personal travel,eco,690,4,5,4,4,2,4,5,2,4,2,4,5,5,2,0,0.0,satisfied
22771,82838,male,loyal customer,23,business travel,business,2456,2,2,2,2,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied
22772,20039,female,loyal customer,33,business travel,business,1948,3,3,1,3,4,4,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
22773,47043,male,loyal customer,38,business travel,eco,602,2,1,1,1,2,2,2,2,1,1,2,2,3,2,23,45.0,neutral or dissatisfied
22774,64453,male,loyal customer,43,personal travel,eco,989,1,4,0,1,4,0,5,4,5,4,4,5,4,4,0,0.0,neutral or dissatisfied
22775,60346,female,loyal customer,49,personal travel,eco,1024,4,4,4,4,3,5,4,5,5,4,5,3,5,5,7,0.0,neutral or dissatisfied
22776,37085,female,loyal customer,42,business travel,business,1859,2,2,2,2,5,4,5,3,3,4,3,5,3,5,0,3.0,satisfied
22777,81973,male,loyal customer,59,business travel,business,1517,5,5,5,5,4,5,4,3,3,3,3,4,3,3,0,0.0,satisfied
22778,122314,female,loyal customer,30,business travel,business,541,4,4,4,4,5,5,5,5,5,2,5,3,5,5,52,60.0,satisfied
22779,35844,female,disloyal customer,22,business travel,business,1023,0,0,0,2,4,0,4,4,2,5,5,4,5,4,112,97.0,satisfied
22780,17438,male,loyal customer,35,personal travel,eco,376,2,5,2,3,4,2,2,4,4,5,4,3,5,4,0,0.0,neutral or dissatisfied
22781,29742,female,loyal customer,59,business travel,business,2208,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
22782,544,male,loyal customer,30,business travel,business,3904,5,5,5,5,3,3,3,3,3,4,5,5,4,3,0,0.0,satisfied
22783,51864,male,loyal customer,48,business travel,eco,522,4,4,4,4,4,4,4,4,5,1,4,2,3,4,0,0.0,satisfied
22784,12120,female,loyal customer,66,personal travel,eco,1034,1,5,1,2,3,4,5,1,1,1,1,5,1,3,0,13.0,neutral or dissatisfied
22785,97694,female,loyal customer,21,business travel,business,456,5,5,2,5,5,5,5,5,5,5,4,5,4,5,0,0.0,satisfied
22786,129557,female,loyal customer,29,personal travel,eco,2342,1,4,2,1,4,2,4,4,2,2,4,2,2,4,13,9.0,neutral or dissatisfied
22787,120002,female,loyal customer,55,business travel,business,328,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
22788,59031,female,loyal customer,23,business travel,business,1846,3,5,1,1,3,2,3,3,2,1,3,4,4,3,9,0.0,neutral or dissatisfied
22789,87570,female,loyal customer,33,business travel,business,432,3,3,3,3,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
22790,107638,female,disloyal customer,43,business travel,business,405,3,3,3,3,5,3,3,5,3,4,4,3,4,5,3,1.0,neutral or dissatisfied
